Winner,Loser,Tournament,Tournament_Date,Court_Surface,Round_Description,Winner_Rank,Loser_Rank,Retirement_Ind,Winner_Sets_Won,Winner_Games_Won,Winner_Aces,Winner_DoubleFaults,Winner_FirstServes_Won,Winner_FirstServes_In,Winner_SecondServes_Won,Winner_SecondServes_In,Winner_BreakPoints_Won,Winner_BreakPoints,Winner_ReturnPoints_Won,Winner_ReturnPoints_Faced,Winner_TotalPoints_Won,Loser_Sets_Won,Loser_Games_Won,Loser_Aces,Loser_DoubleFaults,Loser_FirstServes_Won,Loser_FirstServes_In,Loser_SecondServes_Won,Loser_SecondServes_In,Loser_BreakPoints_Won,Loser_BreakPoints,Loser_ReturnPoints_Won,Loser_ReturnPoints_Faced,Loser_TotalPoints_Won
roger federer,richard gasquet,Madrid,7-May-12,Clay,Third Round,3,18,0,2,12,10,0,33,38,6,16,3,6,18,43,57,0,5,2,3,17,26,8,17,0,2,15,54,40
novak djokovic,stan wawrinka,Madrid,7-May-12,Clay,Third Round,1,21,0,2,13,7,2,36,44,11,17,2,10,33,82,80,0,10,7,4,32,43,17,39,1,1,14,61,63
juan martin del potro,alexandr dolgopolov,Madrid,7-May-12,Clay,Quarter-finals,11,20,0,2,12,10,2,29,38,14,24,3,7,23,52,66,0,7,4,3,12,16,17,36,1,2,19,62,48
roger federer,david ferrer,Madrid,7-May-12,Clay,Quarter-finals,3,6,0,2,12,7,0,31,36,9,10,2,8,34,83,74,0,8,3,7,33,48,16,35,0,0,6,46,55
tomas berdych,fernando verdasco,Madrid,7-May-12,Clay,Quarter-finals,7,19,0,2,12,4,0,20,26,12,15,4,4,19,35,51,0,3,2,4,12,22,4,13,0,0,9,41,25
janko tipsarevic,novak djokovic,Madrid,7-May-12,Clay,Quarter-finals,8,1,0,2,13,7,2,44,56,13,24,1,4,16,56,73,0,9,3,4,27,30,13,26,0,7,23,80,63
roger federer,janko tipsarevic,Madrid,7-May-12,Clay,Semi-finals,3,8,0,2,12,8,3,27,36,12,15,3,5,21,50,60,0,5,5,1,17,22,12,28,0,1,12,51,41
tomas berdych,juan martin del potro,Madrid,7-May-12,Clay,Semi-finals,7,11,0,2,14,15,4,38,50,17,33,2,2,24,75,79,0,12,6,0,35,47,16,28,2,5,28,83,79
roger federer,tomas berdych,Madrid,7-May-12,Clay,Finals,3,7,0,2,17,13,2,51,68,15,36,4,11,37,100,103,1,16,10,4,37,55,26,45,3,9,38,104,101
juan monaco,adrian ungur,Rome,14-May-12,Clay,First Round,15,99,0,2,12,0,4,28,46,10,20,6,11,34,55,72,0,4,1,5,15,28,6,27,2,6,28,66,49
david nalbandian,albert ramos-vinolas,Rome,14-May-12,Clay,First Round,42,39,0,2,12,4,4,29,42,10,24,4,8,23,53,62,0,7,1,5,17,28,13,25,2,3,27,66,57
gael monfils,alex bogomolov jr.,Rome,14-May-12,Clay,First Round,14,44,0,2,12,4,0,26,37,5,9,5,14,35,72,66,0,5,0,5,28,48,9,24,1,2,15,46,52
fernando verdasco,alexandr dolgopolov,Rome,14-May-12,Clay,First Round,16,18,1,1,6,0,1,11,18,3,4,3,9,16,26,30,0,0,0,1,7,15,3,11,0,1,8,22,18
carlos berlocq,blaz kavcic,Rome,14-May-12,Clay,First Round,38,102,0,2,12,1,2,19,32,13,21,6,11,29,48,61,0,4,1,2,12,26,7,22,2,3,21,53,40
andreas seppi,denis istomin,Rome,14-May-12,Clay,First Round,30,43,0,2,15,3,1,43,62,16,27,3,8,31,84,90,1,13,5,2,36,51,17,33,2,5,30,89,83
gilles simon,donald young,Rome,14-May-12,Clay,First Round,12,49,0,2,13,1,0,23,35,18,25,4,7,26,58,67,0,7,0,5,22,29,10,29,1,3,19,60,51
marcel granollers,feliciano lopez,Rome,14-May-12,Clay,First Round,26,17,0,2,12,1,2,26,34,13,22,3,12,31,70,70,0,8,2,3,24,37,15,33,1,4,17,56,56
viktor troicki,filippo volandri,Rome,14-May-12,Clay,First Round,29,76,0,2,16,9,3,51,72,13,30,4,12,43,103,107,1,13,0,1,49,81,11,22,3,9,38,102,98
sam querrey,jarkko nieminen,Rome,14-May-12,Clay,First Round,89,46,0,2,18,4,4,47,60,27,47,2,3,22,87,96,1,17,5,1,42,53,23,34,2,7,33,107,98
radek stepanek,juan ignacio chela,Rome,14-May-12,Clay,First Round,25,37,0,2,14,0,2,37,50,12,24,4,9,32,73,81,1,9,1,3,27,45,14,28,2,4,25,74,66
richard gasquet,jurgen melzer,Rome,14-May-12,Clay,First Round,22,31,0,2,13,5,2,29,38,15,27,3,9,32,72,76,0,7,2,1,28,40,12,32,1,3,21,65,61
juan carlos ferrero,kevin anderson,Rome,14-May-12,Clay,First Round,47,35,0,2,13,3,0,40,52,7,15,3,8,32,78,79,0,9,9,5,30,47,16,31,1,8,20,67,66
fabio fognini,marcos baghdatis,Rome,14-May-12,Clay,First Round,45,41,0,2,12,1,0,30,41,4,9,5,8,33,60,67,0,4,0,3,14,30,13,30,1,5,16,50,43
nicolas almagro,marin cilic,Rome,14-May-12,Clay,First Round,13,23,0,2,15,3,3,32,44,14,35,6,9,31,62,77,1,8,1,2,24,38,7,24,3,6,33,79,64
juan martin del potro,michael llodra,Rome,14-May-12,Clay,First Round,9,58,0,2,16,2,0,52,76,10,16,3,7,39,104,101,1,15,6,4,48,69,17,35,2,6,30,92,95
florian mayer,milos raonic,Rome,14-May-12,Clay,First Round,28,21,0,2,13,4,0,35,39,18,30,1,1,22,72,75,0,10,8,1,32,41,18,31,0,2,16,69,66
paolo lorenzi,nikolay davydenko,Rome,14-May-12,Clay,First Round,96,48,0,2,14,1,4,26,36,22,40,4,8,35,82,83,1,12,0,6,38,63,9,19,3,6,28,76,75
guillermo garcia-lopez,pablo andujar,Rome,14-May-12,Clay,First Round,85,36,0,2,12,3,2,26,33,9,19,5,8,33,63,68,0,5,1,6,14,32,16,31,1,2,17,52,47
john isner,philipp kohlschreiber,Rome,14-May-12,Clay,First Round,10,24,0,2,15,10,1,44,60,16,29,3,6,25,78,85,1,14,5,0,34,51,19,27,3,5,29,89,82
lukasz kubot,potito starace,Rome,14-May-12,Clay,First Round,54,95,0,2,17,2,5,44,62,18,32,4,14,39,93,101,1,12,5,2,40,62,14,31,2,10,32,94,86
stan wawrinka,robin haase,Rome,14-May-12,Clay,First Round,20,40,0,2,17,4,2,46,67,24,47,4,6,34,84,104,1,12,1,1,35,55,15,29,2,12,44,114,94
bernard tomic,santiago giraldo,Rome,14-May-12,Clay,First Round,32,51,0,2,16,4,0,44,64,11,22,4,9,32,82,87,1,12,0,0,31,52,19,30,2,6,31,86,81
mikhail youzhny,thomaz bellucci,Rome,14-May-12,Clay,First Round,34,67,0,2,15,4,1,33,47,9,23,6,9,41,84,83,1,11,3,0,28,51,15,33,4,6,28,70,71
novak djokovic,bernard tomic,Rome,14-May-12,Clay,Second Round,1,32,0,2,12,5,1,24,34,12,18,4,8,30,63,66,0,6,2,0,25,43,8,20,1,2,16,52,49
roger federer,carlos berlocq,Rome,14-May-12,Clay,Second Round,2,38,0,2,12,2,0,27,33,13,21,3,4,17,45,57,0,7,1,3,23,33,5,12,1,5,14,54,42
andy murray,david nalbandian,Rome,14-May-12,Clay,Second Round,4,42,0,2,17,2,2,30,47,28,45,5,14,42,96,100,1,12,2,3,42,61,12,35,3,10,34,92,88
marcel granollers,fabio fognini,Rome,14-May-12,Clay,Second Round,26,45,0,2,12,2,2,30,49,9,15,5,12,28,57,67,0,7,1,1,23,44,6,13,2,3,25,64,54
david ferrer,fernando verdasco,Rome,14-May-12,Clay,Second Round,6,16,0,2,13,4,1,41,57,10,23,3,8,31,70,82,0,9,1,5,29,47,10,23,2,6,29,80,68
rafael nadal,florian mayer,Rome,14-May-12,Clay,Second Round,3,28,0,2,13,1,1,25,27,15,21,3,5,20,50,60,0,6,2,0,23,34,7,16,0,0,8,48,38
juan carlos ferrero,gael monfils,Rome,14-May-12,Clay,Second Round,47,14,0,2,13,0,0,32,47,6,16,5,11,29,59,67,0,8,2,4,23,40,7,19,3,3,25,63,55
gilles simon,guillermo garcia-lopez,Rome,14-May-12,Clay,Second Round,12,85,0,2,14,9,2,40,55,16,44,5,11,41,94,97,1,14,3,2,39,59,14,35,5,9,43,99,96
stan wawrinka,janko tipsarevic,Rome,14-May-12,Clay,Second Round,20,8,0,2,12,3,1,20,35,14,23,6,9,25,45,59,0,4,3,2,16,25,4,20,2,5,24,58,44
andreas seppi,john isner,Rome,14-May-12,Clay,Second Round,30,10,0,2,16,8,4,49,61,21,38,1,12,38,118,108,1,17,15,3,50,69,30,49,2,6,29,99,109
tomas berdych,lukasz kubot,Rome,14-May-12,Clay,Second Round,7,54,0,2,12,3,1,24,33,9,14,4,5,24,48,57,0,5,1,6,16,26,8,22,1,2,14,47,38
juan martin del potro,mikhail youzhny,Rome,14-May-12,Clay,Second Round,9,34,0,2,12,5,2,31,39,8,14,3,4,24,56,63,0,6,3,2,24,43,8,13,0,1,14,53,46
richard gasquet,paolo lorenzi,Rome,14-May-12,Clay,Second Round,22,96,0,2,12,8,0,25,29,11,18,3,7,22,47,58,0,5,3,1,17,31,8,16,0,0,11,47,36
juan monaco,radek stepanek,Rome,14-May-12,Clay,Second Round,15,25,0,2,12,1,2,32,47,7,15,4,11,28,61,67,0,6,0,3,21,34,12,27,1,4,23,62,56
nicolas almagro,sam querrey,Rome,14-May-12,Clay,Second Round,13,89,0,2,13,7,3,26,31,11,24,5,12,29,64,66,0,7,6,1,25,31,10,33,2,5,18,55,53
jo-wilfried tsonga,viktor troicki,Rome,14-May-12,Clay,Second Round,5,29,0,2,12,1,2,19,29,12,17,5,10,28,51,59,0,5,0,1,18,39,5,12,1,3,15,46,38
richard gasquet,andy murray,Rome,14-May-12,Clay,Third Round,22,4,0,2,18,6,3,49,76,24,47,6,17,45,105,118,1,12,4,5,36,54,24,51,2,17,50,123,110
david ferrer,gilles simon,Rome,14-May-12,Clay,Third Round,6,12,0,2,13,0,1,21,35,15,26,5,7,32,58,68,0,6,3,3,15,30,11,28,2,4,25,61,51
roger federer,juan carlos ferrero,Rome,14-May-12,Clay,Third Round,2,47,0,2,17,12,1,33,39,23,37,4,9,34,81,90,1,10,2,0,40,64,7,17,1,3,20,76,67
jo-wilfried tsonga,juan martin del potro,Rome,14-May-12,Clay,Third Round,5,9,0,2,12,3,1,27,37,11,19,4,7,24,50,62,0,5,0,1,20,41,6,9,1,2,18,56,44
novak djokovic,juan monaco,Rome,14-May-12,Clay,Third Round,1,15,0,2,16,3,0,37,55,17,27,4,6,33,79,87,1,11,0,2,37,61,9,18,2,4,28,82,74
rafael nadal,marcel granollers,Rome,14-May-12,Clay,Third Round,3,26,0,2,12,0,4,27,37,5,10,5,9,31,54,63,0,2,3,3,17,40,6,14,0,3,15,47,38
tomas berdych,nicolas almagro,Rome,14-May-12,Clay,Third Round,7,13,0,2,13,4,5,36,56,16,29,3,5,30,71,82,0,9,7,2,27,38,14,33,1,5,33,85,74
andreas seppi,stan wawrinka,Rome,14-May-12,Clay,Third Round,30,20,0,2,20,2,1,52,71,26,52,4,5,44,124,122,1,19,14,5,50,65,30,59,4,12,45,123,125
roger federer,andreas seppi,Rome,14-May-12,Clay,Quarter-finals,2,30,0,2,12,1,1,29,38,7,9,4,8,21,41,57,0,3,0,1,12,19,8,22,0,3,11,47,31
novak djokovic,jo-wilfried tsonga,Rome,14-May-12,Clay,Quarter-finals,1,5,0,2,13,5,1,33,43,6,15,5,10,27,52,66,0,6,3,2,21,38,4,14,2,4,19,58,44
david ferrer,richard gasquet,Rome,14-May-12,Clay,Quarter-finals,6,22,0,2,13,3,1,30,38,15,26,3,6,27,64,72,0,9,2,1,24,38,13,26,2,4,19,64,56
rafael nadal,tomas berdych,Rome,14-May-12,Clay,Quarter-finals,3,7,0,2,13,2,0,35,46,10,14,3,9,32,78,77,0,9,2,2,34,51,12,27,1,3,15,60,61
rafael nadal,david ferrer,Rome,14-May-12,Clay,Semi-finals,3,6,0,2,13,2,0,39,52,11,23,4,11,32,71,82,0,6,2,2,30,51,9,20,1,10,25,75,64
novak djokovic,roger federer,Rome,14-May-12,Clay,Semi-finals,1,2,0,2,13,1,1,31,38,16,28,3,6,24,65,71,0,8,6,0,25,32,16,33,1,1,19,66,60
rafael nadal,novak djokovic,Rome,14-May-12,Clay,Finals,3,1,0,2,13,0,0,27,39,17,30,4,7,32,74,76,0,8,1,4,32,47,10,27,1,7,25,69,67
denis istomin,alejandro falla,Nice,21-May-12,Clay,First Round,42,51,0,2,14,5,2,37,59,21,35,2,4,32,87,90,1,13,0,2,39,56,16,31,2,7,36,94,91
edouard roger-vasselin,benoit paire,Nice,21-May-12,Clay,First Round,83,66,0,2,13,2,4,44,64,20,37,2,7,33,79,97,0,10,9,5,34,45,12,34,1,9,37,101,83
thomaz bellucci,donald young,Nice,21-May-12,Clay,First Round,70,50,0,2,18,2,2,51,73,21,41,5,7,34,85,106,1,10,4,2,29,47,22,38,1,11,42,114,93
grigor dimitrov,dudi sela,Nice,21-May-12,Clay,First Round,95,94,0,2,13,7,4,26,34,12,20,4,12,28,58,66,0,6,0,3,19,31,11,27,1,3,16,54,46
steve darcis,fabio fognini,Nice,21-May-12,Clay,First Round,61,45,0,2,14,3,1,37,43,19,41,3,6,33,84,89,0,11,3,2,38,61,13,23,2,8,28,84,79
bernard tomic,lukas lacko,Nice,21-May-12,Clay,First Round,28,63,0,2,12,3,1,25,36,12,21,4,6,26,54,63,0,5,3,0,15,29,13,25,1,2,20,57,48
nikolay davydenko,matthew ebden,Nice,21-May-12,Clay,First Round,53,76,0,2,12,1,1,29,53,8,16,6,15,42,77,79,0,6,3,5,25,39,10,38,3,12,32,69,67
filippo volandri,olivier rochus,Nice,21-May-12,Clay,First Round,81,62,0,2,17,2,0,52,84,8,16,5,17,49,108,109,1,14,2,4,37,70,22,38,4,8,40,100,99
juan carlos ferrero,robin haase,Nice,21-May-12,Clay,First Round,44,39,0,2,18,3,1,62,87,16,28,2,4,37,115,115,1,18,9,2,55,71,23,44,3,8,37,115,115
brian baker,sergiy stakhovsky,Nice,21-May-12,Clay,First Round,216,84,0,2,19,4,2,44,67,24,41,6,14,48,112,116,1,16,5,4,48,73,16,39,4,9,40,108,104
xavier malisse,yen-hsun lu,Nice,21-May-12,Clay,First Round,80,59,0,2,13,7,2,38,49,16,28,2,7,30,80,84,0,9,4,3,29,44,21,36,0,1,23,77,73
mikhail kukushkin,bernard tomic,Nice,21-May-12,Clay,Second Round,55,28,0,2,16,5,4,44,72,21,44,6,8,43,94,108,1,13,2,1,40,62,11,32,4,20,51,116,102
nikolay davydenko,denis istomin,Nice,21-May-12,Clay,Second Round,53,42,0,2,13,0,0,38,66,7,12,5,6,36,82,81,1,13,0,0,27,44,19,38,5,9,33,78,79
nicolas almagro,edouard roger-vasselin,Nice,21-May-12,Clay,Second Round,14,83,0,2,13,4,3,32,37,20,35,2,4,24,71,76,0,10,4,0,31,44,16,27,1,4,20,72,67
steve darcis,filippo volandri,Nice,21-May-12,Clay,Second Round,61,81,0,2,15,5,0,36,50,14,31,5,7,29,69,79,1,12,0,0,33,55,7,14,4,6,31,81,71
brian baker,gael monfils,Nice,21-May-12,Clay,Second Round,216,13,0,2,13,4,2,36,48,12,22,3,16,38,88,86,0,9,6,3,35,49,15,39,2,5,22,70,72
gilles simon,grigor dimitrov,Nice,21-May-12,Clay,Second Round,12,95,0,2,12,3,1,23,30,15,23,3,7,30,68,68,0,6,3,4,20,35,18,33,0,2,15,53,53
thomaz bellucci,juan carlos ferrero,Nice,21-May-12,Clay,Second Round,70,44,0,2,12,12,1,35,50,14,26,3,10,27,63,76,0,7,0,0,27,43,9,20,1,8,27,76,63
john isner,xavier malisse,Nice,21-May-12,Clay,Second Round,11,80,0,2,14,13,0,46,54,11,18,0,0,20,76,77,0,12,7,2,38,49,18,27,0,0,15,72,71
nikolay davydenko,john isner,Nice,21-May-12,Clay,Quarter-finals,53,11,0,2,13,0,1,51,64,6,13,1,7,31,84,88,0,10,13,2,37,55,16,29,0,3,20,77,73
brian baker,mikhail kukushkin,Nice,21-May-12,Clay,Quarter-finals,216,55,0,2,17,2,2,43,66,24,42,4,6,35,93,102,1,15,6,1,41,59,17,34,4,10,41,108,99
nicolas almagro,steve darcis,Nice,21-May-12,Clay,Quarter-finals,14,61,0,2,12,13,3,29,32,13,22,2,5,29,73,71,0,8,5,0,26,37,18,36,0,1,12,54,56
gilles simon,thomaz bellucci,Nice,21-May-12,Clay,Quarter-finals,12,70,0,2,13,1,0,20,23,16,24,4,8,32,68,68,0,5,1,2,19,29,17,39,0,0,11,47,47
nicolas almagro,gilles simon,Nice,21-May-12,Clay,Semi-finals,14,12,0,2,12,8,1,22,27,15,28,4,9,24,50,61,0,4,1,1,18,27,8,23,0,4,18,55,44
brian baker,nikolay davydenko,Nice,21-May-12,Clay,Semi-finals,216,53,0,2,18,7,2,44,72,19,44,8,14,51,98,114,1,13,1,5,36,69,11,29,5,14,53,116,100
nicolas almagro,brian baker,Nice,21-May-12,Clay,Finals,14,216,0,2,12,11,1,29,33,6,14,4,9,31,65,66,0,5,4,3,28,48,6,17,0,1,12,47,46
matthias bachinger,adrian menendez-maceiras,"French Open, Paris",28-May-12,Clay,Qualifying,100,210,0,2,14,9,5,28,40,15,29,5,14,39,82,82,0,10,1,3,22,37,21,45,3,7,26,69,69
andreas haider-maurer,agustin velotti,"French Open, Paris",28-May-12,Clay,Qualifying,155,232,0,2,13,8,5,36,45,15,41,3,6,24,63,75,0,9,1,0,27,46,12,17,2,6,35,86,74
ruben bemelmans,amer delic,"French Open, Paris",28-May-12,Clay,Qualifying,133,240,0,2,13,3,1,31,43,16,27,3,12,34,81,81,0,8,1,1,36,56,11,25,1,5,23,70,70
andrey kuznetsov,amir weintraub,"French Open, Paris",28-May-12,Clay,Qualifying,160,162,0,2,12,8,1,23,24,5,12,5,8,30,56,58,0,3,2,2,19,37,7,19,0,0,8,36,34
ivo minar,andrey golubev,"French Open, Paris",28-May-12,Clay,Qualifying,205,148,0,2,16,11,4,54,78,39,69,7,14,67,159,160,1,12,7,5,63,99,29,60,5,13,54,147,146
kenny de schepper,antonio veic,"French Open, Paris",28-May-12,Clay,Qualifying,168,119,0,2,13,9,2,38,48,18,38,2,5,27,77,83,1,13,0,3,38,58,12,19,2,6,30,86,80
jan hajek,arnau brugues-davi,"French Open, Paris",28-May-12,Clay,Qualifying,128,178,0,2,15,9,1,46,58,7,16,3,11,31,83,84,1,11,1,0,36,55,16,28,1,2,21,74,73
stefano galvani,augustin gensse,"French Open, Paris",28-May-12,Clay,Qualifying,236,143,0,2,18,1,2,53,80,13,23,5,12,43,99,109,1,12,9,2,37,56,19,43,2,6,37,103,93
albano olivetti,benjamin mitchell,"French Open, Paris",28-May-12,Clay,Qualifying,319,234,0,2,16,17,3,38,48,20,43,4,10,36,90,94,1,13,2,7,36,56,18,34,3,9,33,91,87
marc gicquel,carlos salamanca,"French Open, Paris",28-May-12,Clay,Qualifying,180,181,0,2,13,2,3,26,33,20,31,3,5,25,63,71,0,8,6,5,28,41,10,22,1,1,18,64,56
martin alund,danai udomchoke,"French Open, Paris",28-May-12,Clay,Qualifying,154,170,0,2,12,4,0,16,21,9,14,6,13,30,46,55,0,1,0,2,8,26,8,20,0,0,10,35,26
javier marti,david guez,"French Open, Paris",28-May-12,Clay,Qualifying,174,287,0,2,12,3,1,14,24,12,26,7,17,37,65,63,0,7,1,2,19,35,9,30,4,4,24,50,52
ivan navarro,denis gremelmayr,"French Open, Paris",28-May-12,Clay,Qualifying,211,239,0,1,6,8,1,33,49,24,43,5,18,51,114,108,2,15,3,2,40,71,23,43,5,11,35,92,98
igor sijsling,diego junqueira,"French Open, Paris",28-May-12,Clay,Qualifying,122,172,0,2,18,8,2,51,71,20,41,4,9,35,91,106,1,12,1,1,46,72,10,19,1,9,41,112,97
joao sousa,dusan lajovic,"French Open, Paris",28-May-12,Clay,Qualifying,137,194,0,2,13,2,2,31,44,14,27,4,9,37,80,82,0,9,2,2,25,46,18,34,3,5,26,71,69
filip krajinovic,dusan lojda,"French Open, Paris",28-May-12,Clay,Qualifying,.,202,0,2,18,8,0,43,61,21,39,5,11,40,97,104,1,13,4,2,32,50,25,47,2,11,36,100,93
rogerio dutra silva,dustin brown,"French Open, Paris",28-May-12,Clay,Qualifying,121,163,0,2,12,1,0,20,25,8,10,5,9,26,47,54,0,3,2,4,10,19,11,28,0,0,7,35,28
jan mertl,erik chvojka,"French Open, Paris",28-May-12,Clay,Qualifying,182,238,0,2,12,9,2,21,26,8,16,5,10,32,56,61,0,4,2,3,12,35,12,21,1,1,13,42,37
romain jouan,evgeny donskoy,"French Open, Paris",28-May-12,Clay,Qualifying,245,147,0,2,16,6,3,36,42,21,40,3,8,27,79,84,1,13,5,6,34,44,18,35,2,5,25,82,77
michael berrer,fabrice martin,"French Open, Paris",28-May-12,Clay,Qualifying,114,292,0,2,13,3,.,29,34,13,26,3,11,29,68,71,0,8,3,.,26,42,13,26,1,3,18,60,57
eduardo schwank,facundo bagnis,"French Open, Paris",28-May-12,Clay,Qualifying,192,197,0,2,16,5,2,36,51,16,35,6,17,46,93,98,1,13,5,5,38,57,9,36,4,11,34,86,81
jerzy janowicz,frederico gil,"French Open, Paris",28-May-12,Clay,Qualifying,152,107,0,2,17,10,2,40,48,20,34,3,7,34,95,94,1,13,2,3,46,64,15,31,1,3,22,82,83
nicolas devilder,gastao elias,"French Open, Paris",28-May-12,Clay,Qualifying,286,195,0,2,13,0,2,24,39,19,29,4,12,36,79,79,0,10,1,3,22,40,21,39,3,4,25,68,68
pavol cervenak,grega zemlja,"French Open, Paris",28-May-12,Clay,Qualifying,228,129,0,2,12,7,1,23,36,16,22,4,9,31,66,70,0,8,3,4,24,42,11,24,2,3,19,58,54
david goffin,gregoire burquier,"French Open, Paris",28-May-12,Clay,Qualifying,109,198,0,2,12,8,2,20,27,14,23,5,13,36,63,70,0,4,0,0,19,38,8,25,1,4,16,50,43
tommy haas,guido pella,"French Open, Paris",28-May-12,Clay,Qualifying,112,208,0,2,12,2,2,20,29,15,19,4,7,22,52,57,0,6,1,1,23,32,7,20,1,1,13,48,43
maxime authom,harri heliovaara,"French Open, Paris",28-May-12,Clay,Qualifying,175,230,0,2,12,0,1,16,19,13,18,5,6,22,35,51,0,2,1,4,8,21,5,14,0,0,8,37,21
thiago alves,izak van der merwe,"French Open, Paris",28-May-12,Clay,Qualifying,149,161,0,2,13,1,1,40,54,8,15,2,8,25,66,73,0,9,7,4,29,41,12,25,1,2,21,69,62
daniel brands,james duckworth,"French Open, Paris",28-May-12,Clay,Qualifying,105,169,0,2,13,5,3,38,42,9,22,2,6,28,75,75,0,10,7,1,35,47,12,28,1,1,17,64,64
denis kudla,james ward,"French Open, Paris",28-May-12,Clay,Qualifying,179,142,0,2,16,3,1,42,58,12,25,5,8,36,79,90,1,11,3,2,28,42,15,37,3,7,29,83,72
greg jones,jan hernych,"French Open, Paris",28-May-12,Clay,Qualifying,330,188,0,2,12,3,3,28,36,13,32,4,5,24,50,65,0,5,4,2,17,31,9,19,1,6,27,68,53
simone vagnozzi,jesse huta galung,"French Open, Paris",28-May-12,Clay,Qualifying,213,217,0,2,13,0,2,34,57,8,17,6,10,36,73,78,0,9,3,3,23,41,14,32,4,12,32,74,69
pedro sousa,jimmy wang,"French Open, Paris",28-May-12,Clay,Qualifying,247,193,0,2,15,4,2,27,47,23,37,6,8,39,84,89,1,11,2,5,29,46,16,38,4,7,34,84,79
hiroki moriya,josh goodall,"French Open, Paris",28-May-12,Clay,Qualifying,220,229,0,2,20,9,3,55,76,27,39,3,6,37,114,119,1,17,10,1,49,64,28,50,1,5,33,115,110
jesse levine,julien obry,"French Open, Paris",28-May-12,Clay,Qualifying,131,280,0,2,12,1,4,18,25,18,29,5,5,24,39,60,0,4,0,4,10,20,5,19,1,6,18,54,33
daniel munoz de la nava,julio silva,"French Open, Paris",28-May-12,Clay,Qualifying,130,151,0,2,12,3,3,24,33,20,30,3,10,31,73,75,0,8,0,0,29,52,13,21,1,3,19,63,61
guillermo olaso,kamil capkovic,"French Open, Paris",28-May-12,Clay,Qualifying,237,222,0,2,17,7,5,31,41,29,55,5,9,36,90,96,1,13,1,8,45,69,9,21,3,5,36,96,90
marsel ilhan,konstantin kravchuk,"French Open, Paris",28-May-12,Clay,Qualifying,124,184,0,2,12,3,1,31,42,13,24,3,9,31,75,75,0,8,7,1,31,51,13,24,1,5,22,66,66
maxime teixeira,marco chiudinelli,"French Open, Paris",28-May-12,Clay,Qualifying,216,136,0,2,13,8,2,31,40,10,18,4,16,34,73,75,0,7,4,1,24,46,15,27,1,4,17,58,56
robert farah,marco trungelliti,"French Open, Paris",28-May-12,Clay,Qualifying,191,257,0,2,15,2,0,34,49,18,42,6,18,52,110,104,1,14,2,4,37,63,21,47,5,11,39,91,97
marinko matosevic,mathieu rodrigues,"French Open, Paris",28-May-12,Clay,Qualifying,90,242,0,2,12,3,3,16,23,8,13,6,10,29,48,53,0,2,2,3,12,27,7,21,1,1,12,36,31
franko skugor,matteo viola,"French Open, Paris",28-May-12,Clay,Qualifying,.,159,0,2,19,5,2,45,55,18,39,5,13,46,111,109,1,15,4,6,43,71,22,40,3,5,31,94,96
laurynas grigelis,maximo gonzalez,"French Open, Paris",28-May-12,Clay,Qualifying,190,189,0,2,13,3,6,27,47,20,42,5,10,38,84,85,1,13,1,3,33,56,13,28,5,6,42,89,88
alex kuznetsov,michael yani,"French Open, Paris",28-May-12,Clay,Qualifying,214,185,0,2,14,11,1,41,52,7,11,3,7,30,78,78,0,11,2,4,33,49,15,29,2,3,15,63,63
ze zhang,nikola ciric,"French Open, Paris",28-May-12,Clay,Qualifying,209,200,0,2,17,1,3,49,69,15,31,3,8,38,104,102,1,15,12,2,40,57,26,47,2,8,36,100,102
yannick mertens,paul capdeville,"French Open, Paris",28-May-12,Clay,Qualifying,225,106,0,2,12,3,0,23,38,9,20,7,16,38,57,70,0,3,0,3,8,33,11,24,2,8,26,58,45
jamie baker,peter torebko,"French Open, Paris",28-May-12,Clay,Qualifying,207,204,0,2,13,0,1,30,47,11,20,4,7,31,68,72,0,10,3,3,25,45,12,23,3,4,26,67,63
jurgen zopp,philipp oswald,"French Open, Paris",28-May-12,Clay,Qualifying,103,226,0,2,12,3,1,20,27,8,12,5,5,25,44,53,0,2,1,2,14,30,5,14,0,0,11,39,30
axel michon,pierre-hugues herbert,"French Open, Paris",28-May-12,Clay,Qualifying,288,296,0,2,13,3,3,30,43,14,21,3,5,22,54,66,0,8,5,3,18,28,14,26,1,4,20,64,52
florent serra,rik de voest,"French Open, Paris",28-May-12,Clay,Qualifying,156,144,0,2,12,2,3,13,24,20,26,5,11,28,50,61,0,2,3,3,17,34,5,16,0,7,17,50,39
martin fischer,robby ginepri,"French Open, Paris",28-May-12,Clay,Qualifying,223,186,0,2,17,3,3,33,56,27,50,6,10,51,110,111,1,15,4,4,37,57,22,53,5,12,46,106,105
mischa zverev,roberto bautista agut,"French Open, Paris",28-May-12,Clay,Qualifying,212,116,0,2,19,3,1,50,75,23,40,6,12,46,110,119,1,16,3,2,51,84,13,26,4,7,42,115,106
vincent millot,sergei bubka,"French Open, Paris",28-May-12,Clay,Qualifying,248,171,0,2,13,1,3,33,47,18,32,2,4,36,85,87,0,10,6,6,37,52,12,33,1,6,28,79,77
michael russell,simon greul,"French Open, Paris",28-May-12,Clay,Qualifying,110,215,0,2,17,2,3,52,78,12,27,5,18,49,109,113,1,14,3,5,36,62,24,47,4,9,41,105,101
